name,date,export_date,opened,free_places,places
name,date,opened,free_places,places
FOCH,2023-01-12T09:34:57,True,234,570
FOCH,2023-01-12T09:34:57,True,234,570
FOCH,2023-01-12T09:34:57,True,234,570
FOCH,2023-01-12T10:19:53,True,178,570
FOCH,2023-01-12T10:24:54,True,173,570
FOCH,2023-01-12T10:24:54,True,173,570
FOCH,2023-01-12T10:24:54,True,173,570
FOCH,2023-01-12T10:29:53,True,171,570
FOCH,2023-01-12T10:29:53,True,171,570
FOCH,2023-01-12T10:29:53,True,171,570
FOCH,2023-01-12T10:29:53,True,171,570
FOCH,2023-01-12T10:34:52,True,165,570
FOCH,2023-01-12T10:34:52,True,165,570
FOCH,2023-01-12T10:49:51,True,161,570
FOCH,2023-01-12T13:54:50,True,109,570
FOCH,2023-01-12T13:59:49,True,109,570
FOCH,2023-01-12T13:59:49,True,109,570
FOCH,2023-01-12T13:59:49,True,109,570
FOCH,2023-01-12T19:19:50,True,208,570
FOCH,2023-01-12T19:19:50,True,208,570
FOCH,2023-01-12T19:19:50,True,208,570
FOCH,2023-01-12T19:19:50,True,208,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:24:50,True,194,570
FOCH,2023-01-12T19:29:50,True,184,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:34:50,True,174,570
FOCH,2023-01-12T19:39:50,True,157,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:44:58,True,155,570
FOCH,2023-01-12T19:54:55,True,137,570
FOCH,2023-01-12T19:54:55,True,137,570
FOCH,2023-01-12T19:59:54,True,128,570
FOCH,2023-01-12T19:59:54,True,128,570
FOCH,2023-01-12T19:59:54,True,128,570
FOCH,2023-01-12T19:59:54,True,128,570
FOCH,2023-01-12T19:59:54,True,128,570
FOCH,2023-01-12T19:59:54,True,128,570
FOCH,2023-01-12T19:59:54,True,128,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:04:53,True,120,570
FOCH,2023-01-12T20:09:53,True,111,570
FOCH,2023-01-12T20:09:53,True,111,570
FOCH,2023-01-12T20:09:53,True,111,570
FOCH,2023-01-12T20:09:53,True,111,570
FOCH,2023-01-12T20:09:53,True,111,570
