id,date,nbr_available,nbr_disabled,docks_available,is_installed,is_renting,is_returning
029,1673549250,13,0,3,1,1,1
030,1673549240,8,0,0,1,1,1
031,1673549083,7,0,1,1,1,1
032,1673549253,7,0,1,1,1,1
033,1673549195,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673548939,4,0,4,1,1,1
036,1673549109,12,0,20,1,1,1
037,1673549023,8,0,16,1,1,1
038,1673549208,1,0,15,1,1,1
039,1673549201,1,0,7,1,1,1
040,1673549214,5,0,3,1,1,1
041,1673548778,2,0,6,1,1,1
042,1673549106,3,0,5,1,1,1
043,1673549327,3,0,5,1,1,1
044,1673548773,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673548896,3,0,5,1,1,1
048,1673548880,0,0,8,1,1,1
049,1673549247,6,0,2,1,1,1
050,1673548842,0,0,8,1,1,1
051,1673549325,1,0,11,1,1,1
053,1673548842,6,0,2,1,1,1
054,1673549284,0,0,8,1,1,1
055,1673549228,20,0,48,1,1,1
056,1673548976,4,0,8,1,1,1
057,1673549167,5,0,3,1,1,1
059,1673549218,0,0,8,1,1,1

001,1673549294,7,0,5,1,1,1
002,1673549265,19,0,5,1,1,1
003,1673549206,16,0,16,1,1,1
004,1673549274,9,0,7,1,1,1
005,1673549016,12,0,0,1,1,1
006,1673549202,9,0,18,1,1,1
007,1673549229,2,0,6,1,1,1
008,1673549214,3,0,9,1,1,1
009,1673548835,2,0,6,1,1,1
010,1673548874,5,0,11,1,1,1
011,1673548830,6,0,6,1,1,1
012,1673549333,5,0,7,1,1,1
013,1673549273,8,0,0,1,1,1
014,1673549279,10,0,18,1,1,1
015,1673548802,0,0,8,1,1,1
016,1673548912,5,0,11,1,1,1
017,1673549335,15,0,1,1,1,1
018,1673549233,1,0,15,1,1,1
019,1673549203,6,0,10,1,1,1
020,1673548881,1,0,7,1,1,1
021,1673549306,5,0,11,1,1,1
022,1673549115,1,0,11,1,1,1
023,1673549324,7,0,9,1,1,1
024,1673549177,4,0,4,1,1,1
025,1673549242,1,0,7,1,1,1
026,1673548897,2,0,6,1,1,1
027,1673549004,1,0,7,1,1,1
028,1673548861,1,0,7,1,1,1
029,1673549250,13,0,3,1,1,1
030,1673549240,8,0,0,1,1,1
031,1673549083,7,0,1,1,1,1
032,1673549253,7,0,1,1,1,1
033,1673549195,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673548939,4,0,4,1,1,1
036,1673549109,12,0,20,1,1,1
037,1673549023,8,0,16,1,1,1
038,1673549208,1,0,15,1,1,1
039,1673549201,1,0,7,1,1,1
040,1673549214,5,0,3,1,1,1
041,1673548778,2,0,6,1,1,1
042,1673549106,3,0,5,1,1,1
043,1673549328,3,0,5,1,1,1
044,1673548773,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673548896,3,0,5,1,1,1
048,1673548880,0,0,8,1,1,1
049,1673549247,6,0,2,1,1,1
050,1673548842,0,0,8,1,1,1
051,1673549325,1,0,11,1,1,1
053,1673548842,6,0,2,1,1,1
054,1673549284,0,0,8,1,1,1
055,1673549228,20,0,48,1,1,1
056,1673548976,4,0,8,1,1,1
057,1673549167,5,0,3,1,1,1
059,1673549218,0,0,8,1,1,1

001,1673549294,7,0,5,1,1,1
002,1673549340,19,0,5,1,1,1
003,1673549206,16,0,16,1,1,1
004,1673549274,9,0,7,1,1,1
005,1673549016,12,0,0,1,1,1
006,1673549202,9,0,18,1,1,1
007,1673549229,2,0,6,1,1,1
008,1673549214,3,0,9,1,1,1
009,1673548835,2,0,6,1,1,1
010,1673548874,5,0,11,1,1,1
011,1673548830,6,0,6,1,1,1
012,1673549341,4,0,8,1,1,1
013,1673549273,8,0,0,1,1,1
014,1673549279,10,0,18,1,1,1
015,1673548802,0,0,8,1,1,1
016,1673548912,5,0,11,1,1,1
017,1673549336,15,0,1,1,1,1
018,1673549233,1,0,15,1,1,1
019,1673549203,6,0,10,1,1,1
020,1673548881,1,0,7,1,1,1
021,1673549306,5,0,11,1,1,1
022,1673549115,1,0,11,1,1,1
023,1673549324,7,0,9,1,1,1
024,1673549177,4,0,4,1,1,1
025,1673549242,1,0,7,1,1,1
026,1673548897,2,0,6,1,1,1
027,1673549004,1,0,7,1,1,1
028,1673548861,1,0,7,1,1,1
029,1673549250,13,0,3,1,1,1
030,1673549240,8,0,0,1,1,1
031,1673549083,7,0,1,1,1,1
032,1673549253,7,0,1,1,1,1
033,1673549195,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673548939,4,0,4,1,1,1
036,1673549109,12,0,20,1,1,1
037,1673549023,8,0,16,1,1,1
038,1673549208,1,0,15,1,1,1
039,1673549201,1,0,7,1,1,1
040,1673549214,5,0,3,1,1,1
041,1673548778,2,0,6,1,1,1
042,1673549106,3,0,5,1,1,1
043,1673549328,3,0,5,1,1,1
044,1673548773,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673548896,3,0,5,1,1,1
048,1673548880,0,0,8,1,1,1
049,1673549247,6,0,2,1,1,1
050,1673548842,0,0,8,1,1,1
051,1673549325,1,0,11,1,1,1
053,1673548842,6,0,2,1,1,1
054,1673549284,0,0,8,1,1,1
055,1673549228,20,0,48,1,1,1
056,1673548976,4,0,8,1,1,1
057,1673549167,5,0,3,1,1,1
059,1673549218,0,0,8,1,1,1

001,1673549294,7,0,5,1,1,1
002,1673549340,19,0,5,1,1,1
003,1673549206,16,0,16,1,1,1
004,1673549274,9,0,7,1,1,1
005,1673549016,12,0,0,1,1,1
006,1673549202,9,0,18,1,1,1
007,1673549229,2,0,6,1,1,1
008,1673549214,3,0,9,1,1,1
009,1673548835,2,0,6,1,1,1
010,1673548874,5,0,11,1,1,1
011,1673548830,6,0,6,1,1,1
012,1673549341,4,0,8,1,1,1
013,1673549273,8,0,0,1,1,1
014,1673549279,10,0,18,1,1,1
015,1673548802,0,0,8,1,1,1
016,1673549351,5,0,11,1,1,1
017,1673549336,15,0,1,1,1,1
018,1673549233,1,0,15,1,1,1
019,1673549203,6,0,10,1,1,1
020,1673548881,1,0,7,1,1,1
021,1673549306,5,0,11,1,1,1
022,1673549115,1,0,11,1,1,1
023,1673549324,7,0,9,1,1,1
024,1673549177,4,0,4,1,1,1
025,1673549242,1,0,7,1,1,1
026,1673548897,2,0,6,1,1,1
027,1673549004,1,0,7,1,1,1
028,1673548861,1,0,7,1,1,1
029,1673549250,13,0,3,1,1,1
030,1673549240,8,0,0,1,1,1
031,1673549083,7,0,1,1,1,1
032,1673549253,7,0,1,1,1,1
033,1673549195,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673548939,4,0,4,1,1,1
036,1673549109,12,0,20,1,1,1
037,1673549023,8,0,16,1,1,1
038,1673549208,1,0,15,1,1,1
039,1673549201,1,0,7,1,1,1
040,1673549214,5,0,3,1,1,1
041,1673548778,2,0,6,1,1,1
042,1673549106,3,0,5,1,1,1
043,1673549328,3,0,5,1,1,1
044,1673548773,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673548896,3,0,5,1,1,1
048,1673548880,0,0,8,1,1,1
049,1673549247,6,0,2,1,1,1
050,1673548842,0,0,8,1,1,1
051,1673549325,1,0,11,1,1,1
053,1673548842,6,0,2,1,1,1
054,1673549284,0,0,8,1,1,1
055,1673549228,20,0,48,1,1,1
056,1673548976,4,0,8,1,1,1
057,1673549167,5,0,3,1,1,1
059,1673549218,0,0,8,1,1,1

001,1673549294,7,0,5,1,1,1
002,1673549340,19,0,5,1,1,1
003,1673549206,16,0,16,1,1,1
004,1673549274,9,0,7,1,1,1
005,1673549016,12,0,0,1,1,1
006,1673549202,9,0,18,1,1,1
007,1673549229,2,0,6,1,1,1
008,1673549214,3,0,9,1,1,1
009,1673548835,2,0,6,1,1,1
010,1673548874,5,0,11,1,1,1
011,1673548830,6,0,6,1,1,1
012,1673549341,4,0,8,1,1,1
013,1673549273,8,0,0,1,1,1
014,1673549279,10,0,18,1,1,1
015,1673548802,0,0,8,1,1,1
016,1673549351,5,0,11,1,1,1
017,1673549336,15,0,1,1,1,1
018,1673549233,1,0,15,1,1,1
019,1673549203,6,0,10,1,1,1
020,1673548881,1,0,7,1,1,1
021,1673549306,5,0,11,1,1,1
022,1673549115,1,0,11,1,1,1
023,1673549324,7,0,9,1,1,1
024,1673549177,4,0,4,1,1,1
025,1673549242,1,0,7,1,1,1
026,1673548897,2,0,6,1,1,1
027,1673549004,1,0,7,1,1,1
028,1673548861,1,0,7,1,1,1
029,1673549250,13,0,3,1,1,1
030,1673549240,8,0,0,1,1,1
031,1673549083,7,0,1,1,1,1
032,1673549253,7,0,1,1,1,1
033,1673549195,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673548939,4,0,4,1,1,1
036,1673549109,12,0,20,1,1,1
037,1673549023,8,0,16,1,1,1
038,1673549208,1,0,15,1,1,1
039,1673549201,1,0,7,1,1,1
040,1673549214,5,0,3,1,1,1
041,1673548778,2,0,6,1,1,1
042,1673549106,3,0,5,1,1,1
043,1673549328,3,0,5,1,1,1
044,1673548773,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673548896,3,0,5,1,1,1
048,1673548880,0,0,8,1,1,1
049,1673549247,6,0,2,1,1,1
050,1673548842,0,0,8,1,1,1
051,1673549325,1,0,11,1,1,1
053,1673548842,6,0,2,1,1,1
054,1673549284,0,0,8,1,1,1
055,1673549228,20,0,48,1,1,1
056,1673548976,4,0,8,1,1,1
057,1673549167,5,0,3,1,1,1
059,1673549218,0,0,8,1,1,1

001,1673549294,7,0,5,1,1,1
002,1673549340,19,0,5,1,1,1
003,1673549206,16,0,16,1,1,1
004,1673549274,9,0,7,1,1,1
005,1673549016,12,0,0,1,1,1
006,1673549372,9,0,18,1,1,1
007,1673549229,2,0,6,1,1,1
008,1673549214,3,0,9,1,1,1
009,1673548835,2,0,6,1,1,1
010,1673548874,5,0,11,1,1,1
011,1673548830,6,0,6,1,1,1
012,1673549341,4,0,8,1,1,1
013,1673549273,8,0,0,1,1,1
014,1673549279,10,0,18,1,1,1
015,1673548802,0,0,8,1,1,1
016,1673549351,5,0,11,1,1,1
017,1673549336,15,0,1,1,1,1
018,1673549233,1,0,15,1,1,1
019,1673549203,6,0,10,1,1,1
020,1673548881,1,0,7,1,1,1
021,1673549306,5,0,11,1,1,1
022,1673549115,1,0,11,1,1,1
023,1673549324,7,0,9,1,1,1
024,1673549177,4,0,4,1,1,1
025,1673549242,1,0,7,1,1,1
026,1673548897,2,0,6,1,1,1
027,1673549004,1,0,7,1,1,1
028,1673548861,1,0,7,1,1,1
029,1673549250,13,0,3,1,1,1
030,1673549240,8,0,0,1,1,1
031,1673549083,7,0,1,1,1,1
032,1673549253,7,0,1,1,1,1
033,1673549195,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673548939,4,0,4,1,1,1
036,1673549109,12,0,20,1,1,1
037,1673549023,8,0,16,1,1,1
038,1673549208,1,0,15,1,1,1
039,1673549201,1,0,7,1,1,1
040,1673549214,5,0,3,1,1,1
041,1673549376,2,0,6,1,1,1
042,1673549106,3,0,5,1,1,1
043,1673549328,3,0,5,1,1,1
044,1673549375,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673548896,3,0,5,1,1,1
048,1673548880,0,0,8,1,1,1
049,1673549247,6,0,2,1,1,1
050,1673548842,0,0,8,1,1,1
051,1673549325,1,0,11,1,1,1
053,1673548842,6,0,2,1,1,1
054,1673549284,0,0,8,1,1,1
055,1673549228,20,0,48,1,1,1
056,1673548976,4,0,8,1,1,1
057,1673549167,5,0,3,1,1,1
059,1673549218,0,0,8,1,1,1

001,1673549294,7,0,5,1,1,1
002,1673549340,19,0,5,1,1,1
003,1673549206,16,0,16,1,1,1
004,1673549274,9,0,7,1,1,1
005,1673549016,12,0,0,1,1,1
006,1673549372,9,0,18,1,1,1
007,1673549229,2,0,6,1,1,1
008,1673549214,3,0,9,1,1,1
009,1673548835,2,0,6,1,1,1
010,1673548874,5,0,11,1,1,1
011,1673548830,6,0,6,1,1,1
012,1673549376,4,0,8,1,1,1
013,1673549273,8,0,0,1,1,1
014,1673549279,10,0,18,1,1,1
015,1673548802,0,0,8,1,1,1
016,1673549351,5,0,11,1,1,1
017,1673549336,15,0,1,1,1,1
018,1673549233,1,0,15,1,1,1
019,1673549203,6,0,10,1,1,1
020,1673548881,1,0,7,1,1,1
021,1673549306,5,0,11,1,1,1
022,1673549115,1,0,11,1,1,1
023,1673549324,7,0,9,1,1,1
024,1673549177,4,0,4,1,1,1
025,1673549242,1,0,7,1,1,1
026,1673548897,2,0,6,1,1,1
027,1673549004,1,0,7,1,1,1
028,1673548861,1,0,7,1,1,1
029,1673549250,13,0,3,1,1,1
030,1673549240,8,0,0,1,1,1
031,1673549083,7,0,1,1,1,1
032,1673549253,7,0,1,1,1,1
033,1673549195,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673548939,4,0,4,1,1,1
036,1673549109,12,0,20,1,1,1
037,1673549023,8,0,16,1,1,1
038,1673549208,1,0,15,1,1,1
039,1673549201,1,0,7,1,1,1
040,1673549214,5,0,3,1,1,1
041,1673549377,2,0,6,1,1,1
042,1673549106,3,0,5,1,1,1
043,1673549328,3,0,5,1,1,1
044,1673549375,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673548896,3,0,5,1,1,1
048,1673548880,0,0,8,1,1,1
049,1673549247,6,0,2,1,1,1
050,1673548842,0,0,8,1,1,1
051,1673549325,1,0,11,1,1,1
053,1673548842,6,0,2,1,1,1
054,1673549284,0,0,8,1,1,1
055,1673549228,20,0,48,1,1,1
056,1673548976,4,0,8,1,1,1
057,1673549167,5,0,3,1,1,1
059,1673549218,0,0,8,1,1,1

001,1673549921,7,0,5,1,1,1
002,1673549849,19,0,5,1,1,1
003,1673550004,16,0,16,1,1,1
004,1673550051,9,0,7,1,1,1
005,1673549924,12,0,0,1,1,1
006,1673550005,9,0,18,1,1,1
007,1673549829,2,0,6,1,1,1
008,1673549577,3,0,9,1,1,1
009,1673550033,2,0,6,1,1,1
010,1673550032,5,0,11,1,1,1
011,1673550031,6,0,6,1,1,1
012,1673550033,3,0,9,1,1,1
013,1673549873,8,0,0,1,1,1
014,1673549569,10,0,18,1,1,1
015,1673550004,0,0,8,1,1,1
016,1673549951,5,0,11,1,1,1
017,1673549937,15,0,1,1,1,1
018,1673549834,1,0,15,1,1,1
019,1673549838,6,0,10,1,1,1
020,1673549482,1,0,7,1,1,1
021,1673549906,5,0,11,1,1,1
022,1673549717,1,0,11,1,1,1
023,1673549779,7,0,9,1,1,1
024,1673549966,2,0,6,1,1,1
025,1673549843,1,0,7,1,1,1
026,1673549492,2,0,6,1,1,1
027,1673549605,1,0,7,1,1,1
028,1673549464,1,0,7,1,1,1
029,1673549863,13,0,3,1,1,1
030,1673549949,8,0,0,1,1,1
031,1673549690,8,0,0,1,1,1
032,1673549627,7,0,1,1,1,1
033,1673549797,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673549540,4,0,4,1,1,1
036,1673549991,12,0,20,1,1,1
037,1673549976,6,0,18,1,1,1
038,1673549809,1,0,15,1,1,1
039,1673549802,1,0,7,1,1,1
040,1673549815,5,0,3,1,1,1
041,1673549979,2,0,6,1,1,1
042,1673549638,3,0,5,1,1,1
043,1673549929,3,0,5,1,1,1
044,1673549976,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673549492,3,0,5,1,1,1
048,1673549481,0,0,8,1,1,1
049,1673549848,6,0,2,1,1,1
050,1673550043,0,0,8,1,1,1
051,1673549926,1,0,11,1,1,1
053,1673550045,6,0,2,1,1,1
054,1673549885,0,0,8,1,1,1
055,1673549830,20,0,48,1,1,1
056,1673549720,5,0,7,1,1,1
057,1673550049,4,0,4,1,1,1
059,1673549819,0,0,8,1,1,1

001,1673549921,7,0,5,1,1,1
002,1673549849,19,0,5,1,1,1
003,1673550004,16,0,16,1,1,1
004,1673550051,9,0,7,1,1,1
005,1673549924,12,0,0,1,1,1
006,1673550005,9,0,18,1,1,1
007,1673549829,2,0,6,1,1,1
008,1673549577,3,0,9,1,1,1
009,1673550033,2,0,6,1,1,1
010,1673550032,5,0,11,1,1,1
011,1673550031,6,0,6,1,1,1
012,1673550033,3,0,9,1,1,1
013,1673549873,8,0,0,1,1,1
014,1673549569,10,0,18,1,1,1
015,1673550004,0,0,8,1,1,1
016,1673549951,5,0,11,1,1,1
017,1673549937,15,0,1,1,1,1
018,1673549834,1,0,15,1,1,1
019,1673549838,6,0,10,1,1,1
020,1673549482,1,0,7,1,1,1
021,1673549906,5,0,11,1,1,1
022,1673549717,1,0,11,1,1,1
023,1673549779,7,0,9,1,1,1
024,1673549966,2,0,6,1,1,1
025,1673549843,1,0,7,1,1,1
026,1673549492,2,0,6,1,1,1
027,1673549605,1,0,7,1,1,1
028,1673550061,1,0,7,1,1,1
029,1673549863,13,0,3,1,1,1
030,1673549949,8,0,0,1,1,1
031,1673549690,8,0,0,1,1,1
032,1673549627,7,0,1,1,1,1
033,1673549797,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673549540,4,0,4,1,1,1
036,1673549991,12,0,20,1,1,1
037,1673549976,6,0,18,1,1,1
038,1673549809,1,0,15,1,1,1
039,1673549802,1,0,7,1,1,1
040,1673549815,5,0,3,1,1,1
041,1673549979,2,0,6,1,1,1
042,1673549638,3,0,5,1,1,1
043,1673549929,3,0,5,1,1,1
044,1673549976,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673550059,3,0,5,1,1,1
048,1673549481,0,0,8,1,1,1
049,1673549848,6,0,2,1,1,1
050,1673550043,0,0,8,1,1,1
051,1673549926,1,0,11,1,1,1
053,1673550045,6,0,2,1,1,1
054,1673549885,0,0,8,1,1,1
055,1673549830,20,0,48,1,1,1
056,1673549720,5,0,7,1,1,1
057,1673550049,4,0,4,1,1,1
059,1673549819,0,0,8,1,1,1

001,1673549921,7,0,5,1,1,1
002,1673549849,19,0,5,1,1,1
003,1673550004,16,0,16,1,1,1
004,1673550051,9,0,7,1,1,1
005,1673549924,12,0,0,1,1,1
006,1673550005,9,0,18,1,1,1
007,1673549829,2,0,6,1,1,1
008,1673549577,3,0,9,1,1,1
009,1673550033,2,0,6,1,1,1
010,1673550075,5,0,11,1,1,1
011,1673550031,6,0,6,1,1,1
012,1673550033,3,0,9,1,1,1
013,1673549873,8,0,0,1,1,1
014,1673549569,10,0,18,1,1,1
015,1673550004,0,0,8,1,1,1
016,1673549951,5,0,11,1,1,1
017,1673549937,15,0,1,1,1,1
018,1673549834,1,0,15,1,1,1
019,1673549838,6,0,10,1,1,1
020,1673549482,1,0,7,1,1,1
021,1673549906,5,0,11,1,1,1
022,1673549717,1,0,11,1,1,1
023,1673549779,7,0,9,1,1,1
024,1673549966,2,0,6,1,1,1
025,1673549843,1,0,7,1,1,1
026,1673549492,2,0,6,1,1,1
027,1673549605,1,0,7,1,1,1
028,1673550061,1,0,7,1,1,1
029,1673549863,13,0,3,1,1,1
030,1673549949,8,0,0,1,1,1
031,1673549690,8,0,0,1,1,1
032,1673549627,7,0,1,1,1,1
033,1673550065,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673549540,4,0,4,1,1,1
036,1673549991,12,0,20,1,1,1
037,1673549976,6,0,18,1,1,1
038,1673549809,1,0,15,1,1,1
039,1673549802,1,0,7,1,1,1
040,1673549815,5,0,3,1,1,1
041,1673549979,2,0,6,1,1,1
042,1673549638,3,0,5,1,1,1
043,1673549929,3,0,5,1,1,1
044,1673549976,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673550059,3,0,5,1,1,1
048,1673549481,0,0,8,1,1,1
049,1673549848,6,0,2,1,1,1
050,1673550043,0,0,8,1,1,1
051,1673549926,1,0,11,1,1,1
053,1673550045,6,0,2,1,1,1
054,1673549885,0,0,8,1,1,1
055,1673549830,20,0,48,1,1,1
056,1673549720,5,0,7,1,1,1
057,1673550049,4,0,4,1,1,1
059,1673549819,0,0,8,1,1,1

001,1673549921,7,0,5,1,1,1
002,1673549849,19,0,5,1,1,1
003,1673550004,16,0,16,1,1,1
004,1673550051,9,0,7,1,1,1
005,1673549924,12,0,0,1,1,1
006,1673550005,9,0,18,1,1,1
007,1673549829,2,0,6,1,1,1
008,1673549577,3,0,9,1,1,1
009,1673550033,2,0,6,1,1,1
010,1673550075,5,0,11,1,1,1
011,1673550031,6,0,6,1,1,1
012,1673550033,3,0,9,1,1,1
013,1673549873,8,0,0,1,1,1
014,1673549569,10,0,18,1,1,1
015,1673550004,0,0,8,1,1,1
016,1673549951,5,0,11,1,1,1
017,1673549937,15,0,1,1,1,1
018,1673549834,1,0,15,1,1,1
019,1673549838,6,0,10,1,1,1
020,1673550084,1,0,7,1,1,1
021,1673549906,5,0,11,1,1,1
022,1673549717,1,0,11,1,1,1
023,1673549779,7,0,9,1,1,1
024,1673549966,2,0,6,1,1,1
025,1673549843,1,0,7,1,1,1
026,1673549492,2,0,6,1,1,1
027,1673549605,1,0,7,1,1,1
028,1673550061,1,0,7,1,1,1
029,1673549863,13,0,3,1,1,1
030,1673549949,8,0,0,1,1,1
031,1673549690,8,0,0,1,1,1
032,1673549627,7,0,1,1,1,1
033,1673550065,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673549540,4,0,4,1,1,1
036,1673549991,12,0,20,1,1,1
037,1673549976,6,0,18,1,1,1
038,1673549809,1,0,15,1,1,1
039,1673549802,1,0,7,1,1,1
040,1673549815,5,0,3,1,1,1
041,1673549979,2,0,6,1,1,1
042,1673549638,3,0,5,1,1,1
043,1673549929,3,0,5,1,1,1
044,1673549976,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673550059,3,0,5,1,1,1
048,1673550082,0,0,8,1,1,1
049,1673549848,6,0,2,1,1,1
050,1673550043,0,0,8,1,1,1
051,1673549926,1,0,11,1,1,1
053,1673550081,6,0,2,1,1,1
054,1673549885,0,0,8,1,1,1
055,1673549830,20,0,48,1,1,1
056,1673549720,5,0,7,1,1,1
057,1673550049,4,0,4,1,1,1
059,1673549819,0,0,8,1,1,1

001,1673549921,7,0,5,1,1,1
002,1673549849,19,0,5,1,1,1
003,1673550004,16,0,16,1,1,1
004,1673550051,9,0,7,1,1,1
005,1673549924,12,0,0,1,1,1
006,1673550005,9,0,18,1,1,1
007,1673549829,2,0,6,1,1,1
008,1673549577,3,0,9,1,1,1
009,1673550033,2,0,6,1,1,1
010,1673550075,5,0,11,1,1,1
011,1673550031,6,0,6,1,1,1
012,1673550033,3,0,9,1,1,1
013,1673549873,8,0,0,1,1,1
014,1673549569,10,0,18,1,1,1
015,1673550004,0,0,8,1,1,1
016,1673549951,5,0,11,1,1,1
017,1673549937,15,0,1,1,1,1
018,1673549834,1,0,15,1,1,1
019,1673550093,6,0,10,1,1,1
020,1673550084,1,0,7,1,1,1
021,1673549906,5,0,11,1,1,1
022,1673549717,1,0,11,1,1,1
023,1673550088,7,0,9,1,1,1
024,1673549966,2,0,6,1,1,1
025,1673549843,1,0,7,1,1,1
026,1673550093,2,0,6,1,1,1
027,1673549605,1,0,7,1,1,1
028,1673550061,1,0,7,1,1,1
029,1673549863,13,0,3,1,1,1
030,1673549949,8,0,0,1,1,1
031,1673549690,8,0,0,1,1,1
032,1673549627,7,0,1,1,1,1
033,1673550065,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673549540,4,0,4,1,1,1
036,1673549991,12,0,20,1,1,1
037,1673549976,6,0,18,1,1,1
038,1673549809,1,0,15,1,1,1
039,1673549802,1,0,7,1,1,1
040,1673549815,5,0,3,1,1,1
041,1673549979,2,0,6,1,1,1
042,1673549638,3,0,5,1,1,1
043,1673549929,3,0,5,1,1,1
044,1673549976,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673550093,3,0,5,1,1,1
048,1673550082,0,0,8,1,1,1
049,1673549848,6,0,2,1,1,1
050,1673550043,0,0,8,1,1,1
051,1673549926,1,0,11,1,1,1
053,1673550081,6,0,2,1,1,1
054,1673549885,0,0,8,1,1,1
055,1673549830,20,0,48,1,1,1
056,1673549720,5,0,7,1,1,1
057,1673550049,4,0,4,1,1,1
059,1673549819,0,0,8,1,1,1

001,1673549921,7,0,5,1,1,1
002,1673549849,19,0,5,1,1,1
003,1673550004,16,0,16,1,1,1
004,1673550051,9,0,7,1,1,1
005,1673549924,12,0,0,1,1,1
006,1673550005,9,0,18,1,1,1
007,1673549829,2,0,6,1,1,1
008,1673549577,3,0,9,1,1,1
009,1673550033,2,0,6,1,1,1
010,1673550075,5,0,11,1,1,1
011,1673550031,6,0,6,1,1,1
012,1673550033,3,0,9,1,1,1
013,1673549873,8,0,0,1,1,1
014,1673549569,10,0,18,1,1,1
015,1673550004,0,0,8,1,1,1
016,1673549951,5,0,11,1,1,1
017,1673549937,15,0,1,1,1,1
018,1673549834,1,0,15,1,1,1
019,1673550093,6,0,10,1,1,1
020,1673550084,1,0,7,1,1,1
021,1673549906,5,0,11,1,1,1
022,1673549717,1,0,11,1,1,1
023,1673550088,7,0,9,1,1,1
024,1673549966,2,0,6,1,1,1
025,1673549843,1,0,7,1,1,1
026,1673550093,2,0,6,1,1,1
027,1673549605,1,0,7,1,1,1
028,1673550061,1,0,7,1,1,1
029,1673549863,13,0,3,1,1,1
030,1673549949,8,0,0,1,1,1
031,1673549690,8,0,0,1,1,1
032,1673549627,7,0,1,1,1,1
033,1673550065,7,0,1,1,1,1
034,1588861309,0,0,0,1,1,1
035,1673549540,4,0,4,1,1,1
036,1673549991,12,0,20,1,1,1
037,1673550100,6,0,18,1,1,1
038,1673549809,1,0,15,1,1,1
039,1673549802,1,0,7,1,1,1
040,1673549815,5,0,3,1,1,1
041,1673549979,2,0,6,1,1,1
042,1673549638,3,0,5,1,1,1
043,1673549929,3,0,5,1,1,1
044,1673549976,2,0,6,1,1,1
045,1673549111,3,0,5,1,1,1
046,1670864054,1,0,7,1,1,1
047,1673550093,3,0,5,1,1,1
048,1673550082,0,0,8,1,1,1
049,1673549848,6,0,2,1,1,1
050,1673550043,0,0,8,1,1,1
051,1673549926,1,0,11,1,1,1
053,1673550081,6,0,2,1,1,1
054,1673549885,0,0,8,1,1,1
055,1673549830,20,0,48,1,1,1
056,1673549720,5,0,7,1,1,1
057,1673550049,4,0,4,1,1,1
059,1673549819,0,0,8,1,1,1

001,1673549921,7,0,5,1,1,1
002,1673549849,19,0,5,1,1,1
003,1673550004,16,0,16,1,1,1
004,1673550051,9,0,7,1,1,1
005,1673549924,12,0,0,1,1,1
006,1673550005,9,0,18,1,1,1
007,1673549829,2,0,6,1,1,1
008,1673549577,3,0,9,1,1,1
009,1673550033,2,0,6,1,1,1
010,1673550112,5,0,11,1,1,1
011,1673550031,6,0,6,1,1,1
012,1673550033,3,0,9,1,1,1
013,1673549873,8,0,0,1,1,1
014,1673549569,10,0,18,1,1,1
015,1673550004,0,0,8,1,1,1
016,1673549951,5,0,11,1,1,1
017,1673549937,15,0,1,1,1,1
018,1673549834,1,0,15,1,1,1
019,1673550093,6,0,10,1,1,1
020,1673550084,1,0,7,1,1,1
021,1673549906,5,0,11,1,1,1
