course;stop_code;stop_id;stop_name;route_short_name;trip_headsign;direction_id;departure_time;is_theorical;delay_sec;dest_ar_code;course_sae
1581501017;CLOLUSA;11114;CLOLUS;10;AIGUELONGUE;1;09:40:29;0;1286;10234;268439178
1581501018;CLOLUSA;11114;CLOLUS;10;AIGUELONGUE;1;09:54:34;0;2131;10234;268439654
1581501017;DORIAS;7216;DORIA;10;AIGUELONGUE;1;09:22:14;0;191;10234;268439178
1581501018;DORIAS;7216;DORIA;10;AIGUELONGUE;1;09:36:04;0;1021;10234;268439654
1581501019;DORIAS;7216;DORIA;10;AIGUELONGUE;1;09:56:04;0;2221;10234;268439170
1581501018;ERABLESE;9115;ERABLES;10;AIGUELONGUE;1;09:31:19;0;736;10234;268439654
1581501019;ERABLESE;9115;ERABLES;10;AIGUELONGUE;1;09:51:19;0;1936;10234;268439170
1581501021;ERABLESE;9115;ERABLES;10;AIGUELONGUE;1;10:31:19;0;4336;10234;268439202
1581501018;ESPERANE;9112;ESPERANCE;10;AIGUELONGUE;1;09:29:12;0;609;10234;268439654
1581501019;ESPERANE;9112;ESPERANCE;10;AIGUELONGUE;1;09:49:12;0;1809;10234;268439170
1581501021;ESPERANE;9112;ESPERANCE;10;AIGUELONGUE;1;10:29:12;0;4209;10234;268439202
1581501017;PHARMACR;10224;FAC DE PHARMACIE;10;AIGUELONGUE;1;09:30:20;0;677;10234;268439178
1581501018;PHARMACR;10224;FAC DE PHARMACIE;10;AIGUELONGUE;1;09:44:15;0;1512;10234;268439654
1581501019;PHARMACR;10224;FAC DE PHARMACIE;10;AIGUELONGUE;1;10:04:15;0;2712;10234;268439170
1581501017;GLYCINEE;9118;GLYCINES;10;AIGUELONGUE;1;09:20:14;0;71;10234;268439178
1581501018;GLYCINEE;9118;GLYCINES;10;AIGUELONGUE;1;09:34:04;0;901;10234;268439654
1581501019;GLYCINEE;9118;GLYCINES;10;AIGUELONGUE;1;09:54:04;0;2101;10234;268439170
1581501017;HDUNANTR;10210;HENRI DUNANT;10;AIGUELONGUE;1;09:32:37;0;814;10234;268439178
1581501018;HDUNANTR;10210;HENRI DUNANT;10;AIGUELONGUE;1;09:46:42;0;1659;10234;268439654
1581501019;HDUNANTR;10210;HENRI DUNANT;10;AIGUELONGUE;1;10:06:42;0;2859;10234;268439170
1581501017;CLRECHS;5238;HIPPOLYTE RECH;10;AIGUELONGUE;1;09:27:13;0;490;10234;268439178
1581501018;CLRECHS;5238;HIPPOLYTE RECH;10;AIGUELONGUE;1;09:41:08;0;1325;10234;268439654
1581501019;CLRECHS;5238;HIPPOLYTE RECH;10;AIGUELONGUE;1;10:01:08;0;2525;10234;268439170
1581501017;LAPILES;3119;LA PILE;10;AIGUELONGUE;1;09:25:17;0;374;10234;268439178
1581501018;LAPILES;3119;LA PILE;10;AIGUELONGUE;1;09:39:27;0;1224;10234;268439654
1581501019;LAPILES;3119;LA PILE;10;AIGUELONGUE;1;09:59:27;0;2424;10234;268439170
1581501018;LASCAZEE;9111;LAS CAZES;10;AIGUELONGUE;1;09:28:02;0;539;10234;268439654
1581501019;LASCAZEE;9111;LAS CAZES;10;AIGUELONGUE;1;09:48:02;0;1739;10234;268439170
1581501021;LASCAZEE;9111;LAS CAZES;10;AIGUELONGUE;1;10:28:02;0;4139;10234;268439202
1581501018;LASSORBE;9114;LAS SORBES;10;AIGUELONGUE;1;09:30:38;0;695;10234;268439654
1581501019;LASSORBE;9114;LAS SORBES;10;AIGUELONGUE;1;09:50:38;0;1895;10234;268439170
1581501021;LASSORBE;9114;LAS SORBES;10;AIGUELONGUE;1;10:30:38;0;4295;10234;268439202
1581501018;LOUVAINE;9116;LOUVAIN;10;AIGUELONGUE;1;09:32:05;0;782;10234;268439654
1581501019;LOUVAINE;9116;LOUVAIN;10;AIGUELONGUE;1;09:52:05;0;1982;10234;268439170
1581501021;LOUVAINE;9116;LOUVAIN;10;AIGUELONGUE;1;10:32:05;0;4382;10234;268439202
1581501017;CAIZERGS;5234;MARIE CAIZERGUES;10;AIGUELONGUE;1;09:36:17;0;1034;10234;268439178
1581501018;CAIZERGS;5234;MARIE CAIZERGUES;10;AIGUELONGUE;1;09:49:51;0;1848;10234;268439654
1581501019;CAIZERGS;5234;MARIE CAIZERGUES;10;AIGUELONGUE;1;10:09:51;0;3048;10234;268439170
1581501018;MCURIER;1224;MARIE CURIE;10;AIGUELONGUE;1;09:21:53;0;170;10234;268439654
1581501019;MCURIER;1224;MARIE CURIE;10;AIGUELONGUE;1;09:41:53;0;1370;10234;268439170
1581501021;MCURIER;1224;MARIE CURIE;10;AIGUELONGUE;1;10:21:53;0;3770;10234;268439202
1581501016;MOULINGA;11119;MOULIN GASCONNET;10;AIGUELONGUE;1;09:21:42;0;159;10234;268439182
1581501017;MOULINGA;11119;MOULIN GASCONNET;10;AIGUELONGUE;1;09:43:22;0;1459;10234;268439178
1581501018;MOULINGA;11119;MOULIN GASCONNET;10;AIGUELONGUE;1;09:56:56;0;2273;10234;268439654
1581501017;NAZARETS;5232;NAZARETH;10;AIGUELONGUE;1;09:37:17;0;1094;10234;268439178
1581501018;NAZARETS;5232;NAZARETH;10;AIGUELONGUE;1;09:51:27;0;1944;10234;268439654
1581501019;NAZARETS;5232;NAZARETH;10;AIGUELONGUE;1;10:11:27;0;3144;10234;268439170
1581501017;ARCEAUXE;7115;PALADILHE;10;AIGUELONGUE;1;09:21:22;0;139;10234;268439178
1581501018;ARCEAUXE;7115;PALADILHE;10;AIGUELONGUE;1;09:35:31;0;988;10234;268439654
1581501019;ARCEAUXE;7115;PALADILHE;10;AIGUELONGUE;1;09:55:31;0;2188;10234;268439170
1581501018;PETITBAR;1225;PETIT BARD;10;AIGUELONGUE;1;09:23:00;0;237;10234;268439654
1581501019;PETITBAR;1225;PETIT BARD;10;AIGUELONGUE;1;09:43:00;0;1437;10234;268439170
1581501021;PETITBAR;1225;PETIT BARD;10;AIGUELONGUE;1;10:23:00;0;3837;10234;268439202
1581501017;ADHEMARS;10263;PIERRE D'ADHEMAR;10;AIGUELONGUE;1;09:28:28;0;565;10234;268439178
1581501018;ADHEMARS;10263;PIERRE D'ADHEMAR;10;AIGUELONGUE;1;09:42:33;0;1410;10234;268439654
1581501019;ADHEMARS;10263;PIERRE D'ADHEMAR;10;AIGUELONGUE;1;10:02:33;0;2610;10234;268439170
1581501017;PIERRERA;11113;PIERRE ROUGE;10;AIGUELONGUE;1;09:38:28;0;1165;10234;268439178
1581501018;PIERRERA;11113;PIERRE ROUGE;10;AIGUELONGUE;1;09:52:33;0;2010;10234;268439654
1581501019;PIERRERA;11113;PIERRE ROUGE;10;AIGUELONGUE;1;10:12:33;0;3210;10234;268439170
1581501016;PIOCHBOA;11117;PIOCH BOUTONNET;10;AIGUELONGUE;1;09:21:06;0;123;10234;268439182
1581501017;PIOCHBOA;11117;PIOCH BOUTONNET;10;AIGUELONGUE;1;09:41:56;0;1373;10234;268439178
1581501018;PIOCHBOA;11117;PIOCH BOUTONNET;10;AIGUELONGUE;1;09:56:01;0;2218;10234;268439654
1581501018;RENAUDER;1223;RENAUDEL;10;AIGUELONGUE;1;09:21:03;0;120;10234;268439654
1581501019;RENAUDER;1223;RENAUDEL;10;AIGUELONGUE;1;09:41:03;0;1320;10234;268439170
1581501021;RENAUDER;1223;RENAUDEL;10;AIGUELONGUE;1;10:21:03;0;3720;10234;268439202
1581501016;BOUGNOLS;11120;RENE BOUGNOL;10;AIGUELONGUE;1;09:23:06;0;243;10234;268439182
